"actual","expected","chronic","agent_count","Hispanic","NHBlack","NHWhite","Other","Female","Male","<20","20-29","30-39","40-49","49+","hispanic_actual","nhblack_actual","nhwhite_actual","other_actual","hispanic_expected","nhblack_expected","nhwhite_expected","other_expected","female_actual","male_actual","female_expected","male_expected","less20_actual","20to29_actual","30to39_actual","40to49_actual","greater49_actual","less20_expected","20to29_expected","30to39_expected","40to49_expected","greater49_expected"
0.08375,0.112730042665156,0.0625,8000,0.18625,0.1525,0.63375,0.0275,0.33,0.67,0.06,0.4925,0.29375,0.12875,0.025,0.147651006711409,0.0983606557377049,0.0650887573964497,0,0.100629763420886,0.0785264600776517,0.124793558237983,0.106347146649185,0.128787878787879,0.0615671641791045,0.148216630766357,0.0952515738988929,0.125,0.0786802030456853,0.0808510638297872,0.0776699029126214,0.15,0.149393179531084,0.127603900126498,0.0967283835432899,0.0888956620278396,0.0424900771626001
