"actual","expected","chronic","agent_count","Hispanic","NHBlack","NHWhite","Other","Female","Male","<20","20-29","30-39","40-49","49+","hispanic_actual","nhblack_actual","nhwhite_actual","other_actual","hispanic_expected","nhblack_expected","nhwhite_expected","other_expected","female_actual","male_actual","female_expected","male_expected","less20_actual","20to29_actual","30to39_actual","40to49_actual","greater49_actual","less20_expected","20to29_expected","30to39_expected","40to49_expected","greater49_expected"
0.03,0.0229542640536635,0.0175,2202,0.18,0.15625,0.62875,0.035,0.3175,0.6825,0.045,0.485,0.30375,0.13375,0.0325,0.0277777777777778,0.024,0.0278330019880716,0.107142857142857,0.0238741219203333,0.0102813174562684,0.0250931749689118,0.0363752141073799,0.031496062992126,0.0293040293040293,0.0315577724766268,0.0189518993294279,0,0.0283505154639175,0.0329218106995885,0.0280373831775701,0.0769230769230769,0.0161010788472039,0.0295320682122704,0.0149682402085961,0.0221360527529679,0.0122880739543899
0.025,0.0239364239170526,0.01875,2050,0.18,0.15625,0.63125,0.0325,0.31625,0.68375,0.04125,0.485,0.305,0.13375,0.035,0.0138888888888889,0.008,0.0336633663366337,0,0.0167869271462906,0.0133114309053921,0.0285490779100165,0.0250234006478404,0.0355731225296443,0.020109689213894,0.0302101191733162,0.0210346964950513,0.0606060606060606,0.0283505154639175,0.0163934426229508,0.0280373831775701,0,0.0512689727244059,0.0285840510545617,0.0169348375700426,0.0191037034060696,0.00680194975096014
0.035,0.0223954226940869,0.03,2447,0.18125,0.155,0.63125,0.0325,0.315,0.685,0.0425,0.485,0.30375,0.135,0.03375,0.0551724137931034,0.00806451612903226,0.0376237623762376,0,0.0182447684624568,0.0133772959315039,0.0259452083854959,0.019605069155052,0.0396825396825397,0.0328467153284672,0.0277342668440884,0.0199403337783928,0.0294117647058824,0.0438144329896907,0.0288065843621399,0.0277777777777778,0,0.0149516860092058,0.0277199565495902,0.0192576844079726,0.0152756932145746,0.0119720559779304
